# Phoenix SDR WWV Tone Tracker (0 Hz) v1.2.0+40.0a7f527-dirty
# Started: 2025-12-17 16:56:52
# FFT: 4096-pt, 2.93 Hz/bin, 341.3 ms frame
time,timestamp_ms,measured_hz,offset_hz,offset_ppm,snr_db,valid
16:57:10,16725.3,14.637,14.637,146.37,45.8,YES
16:57:10,17066.7,14.558,14.558,145.58,46.9,YES
16:57:10,17408.0,14.574,14.574,145.74,45.9,YES
16:57:11,17749.3,14.527,14.527,145.27,44.4,YES
16:57:11,18090.7,14.658,14.658,146.58,46.4,YES
16:57:11,18432.0,14.676,14.676,146.76,47.5,YES
16:57:12,18773.3,14.697,14.697,146.97,46.4,YES
16:57:12,19114.7,14.726,14.726,147.26,45.9,YES
16:57:12,19456.0,14.602,14.602,146.02,45.9,YES
16:57:13,19797.3,14.631,14.631,146.31,45.2,YES
16:57:13,20138.7,14.562,14.562,145.62,45.5,YES
16:57:13,20480.0,14.560,14.560,145.60,47.3,YES
16:57:14,20821.3,14.595,14.595,145.95,47.1,YES
16:57:14,21162.7,14.641,14.641,146.41,47.3,YES
16:57:14,21504.0,14.608,14.608,146.08,48.4,YES
16:57:15,21845.3,14.608,14.608,146.08,45.7,YES
16:57:15,22186.7,14.585,14.585,145.85,45.0,YES
16:57:15,22528.0,14.636,14.636,146.36,48.3,YES
16:57:16,22869.3,14.582,14.582,145.82,46.1,YES
16:57:16,23210.7,14.604,14.604,146.04,47.6,YES
16:57:16,23552.0,14.606,14.606,146.06,48.8,YES
16:57:17,23893.3,14.638,14.638,146.38,46.9,YES
16:57:17,24234.7,14.591,14.591,145.91,49.6,YES
16:57:17,24576.0,14.593,14.593,145.93,49.9,YES
16:57:18,24917.3,14.515,14.515,145.15,45.4,YES
16:57:18,25258.7,14.653,14.653,146.53,45.6,YES
16:57:18,25600.0,14.613,14.613,146.13,49.4,YES
16:57:19,25941.3,14.637,14.637,146.37,44.6,YES
16:57:19,26282.7,14.623,14.623,146.23,46.9,YES
16:57:19,26624.0,14.589,14.589,145.89,46.9,YES
16:57:20,26965.3,14.601,14.601,146.01,44.0,YES
16:57:20,27306.7,14.618,14.618,146.18,46.4,YES
16:57:20,27648.0,14.546,14.546,145.46,47.4,YES
16:57:21,27989.3,14.614,14.614,146.14,47.5,YES
16:57:21,28330.7,14.645,14.645,146.45,49.5,YES
16:57:21,28672.0,14.620,14.620,146.20,49.9,YES
16:57:22,29013.3,14.518,14.518,145.18,47.9,YES
16:57:22,29354.7,14.526,14.526,145.26,47.7,YES
16:57:22,29696.0,14.564,14.564,145.64,50.0,YES
16:57:23,30037.3,14.642,14.642,146.42,48.0,YES
16:57:23,30378.7,14.647,14.647,146.47,50.4,YES
16:57:23,30720.0,14.626,14.626,146.26,50.9,YES
16:57:24,31061.3,14.659,14.659,146.59,49.3,YES
16:57:24,31402.7,14.638,14.638,146.38,49.0,YES
16:57:25,31744.0,14.634,14.634,146.34,48.7,YES
16:57:25,32085.3,10.445,10.445,104.45,40.5,YES
16:57:25,32426.7,9.780,9.780,97.80,49.0,YES
16:57:26,32768.0,9.933,9.933,99.33,43.2,YES
16:57:26,33109.3,9.835,9.835,98.35,43.5,YES
16:57:26,33450.7,9.794,9.794,97.94,43.8,YES
16:57:27,33792.0,9.681,9.681,96.81,42.4,YES
16:57:27,34133.3,9.632,9.632,96.32,48.7,YES
16:57:27,34474.7,9.684,9.684,96.84,50.7,YES
16:57:28,34816.0,9.757,9.757,97.57,46.6,YES
16:57:28,35157.3,9.938,9.938,99.38,47.3,YES
16:57:28,35498.7,10.047,10.047,100.47,45.9,YES
16:57:29,35840.0,10.112,10.112,101.12,41.6,YES
16:57:29,36181.3,9.638,9.638,96.38,45.2,YES
16:57:29,36522.7,10.624,10.624,106.24,40.5,YES
16:57:30,36864.0,9.698,9.698,96.98,42.3,YES
16:57:30,37205.3,9.653,9.653,96.53,47.6,YES
16:57:30,37546.7,9.957,9.957,99.57,46.8,YES
16:57:31,37888.0,9.626,9.626,96.26,44.6,YES
16:57:31,38229.3,9.592,9.592,95.92,52.0,YES
16:57:31,38570.7,9.629,9.629,96.29,50.2,YES
16:57:32,38912.0,9.678,9.678,96.78,44.9,YES
16:57:32,39253.3,9.670,9.670,96.70,46.1,YES
16:57:32,39594.7,9.686,9.686,96.86,45.9,YES
16:57:33,39936.0,9.839,9.839,98.39,40.3,YES
16:57:33,40277.3,10.425,10.425,104.25,35.1,YES
16:57:33,40618.7,9.901,9.901,99.01,39.7,YES
16:57:34,40960.0,9.634,9.634,96.34,40.1,YES
16:57:34,41301.3,9.315,9.315,93.15,43.3,YES
16:57:34,41642.7,9.481,9.481,94.81,44.2,YES
16:57:35,41984.0,9.672,9.672,96.72,40.3,YES
16:57:35,42325.3,10.713,10.713,107.13,39.5,YES
16:57:35,42666.7,9.881,9.881,98.81,45.6,YES
16:57:36,43008.0,9.828,9.828,98.28,44.8,YES
16:57:36,43349.3,9.833,9.833,98.33,48.4,YES
16:57:36,43690.7,9.730,9.730,97.30,47.6,YES
16:57:37,44032.0,10.470,10.470,104.70,40.0,YES
16:57:37,44373.3,9.886,9.886,98.86,45.0,YES
16:57:37,44714.7,9.791,9.791,97.91,47.1,YES
16:57:38,45056.0,9.874,9.874,98.74,43.0,YES
16:57:38,45397.3,9.629,9.629,96.29,47.5,YES
16:57:38,45738.7,9.593,9.593,95.93,49.5,YES
16:57:39,46080.0,9.716,9.716,97.16,44.1,YES
16:57:39,46421.3,9.715,9.715,97.15,44.5,YES
16:57:39,46762.7,9.746,9.746,97.46,42.2,YES
16:57:40,47104.0,10.187,10.187,101.87,36.7,YES
16:57:40,47445.3,9.970,9.970,99.70,42.4,YES
16:57:40,47786.7,9.755,9.755,97.55,46.7,YES
16:57:41,48128.0,9.904,9.904,99.04,46.6,YES
16:57:41,48469.3,9.978,9.978,99.78,45.5,YES
16:57:41,48810.7,9.721,9.721,97.21,46.0,YES
16:57:42,49152.0,9.934,9.934,99.34,40.9,YES
16:57:42,49493.3,10.385,10.385,103.85,39.3,YES
16:57:43,49834.7,9.950,9.950,99.50,43.2,YES
16:57:43,50176.0,9.726,9.726,97.26,41.3,YES
16:57:43,50517.3,9.490,9.490,94.90,42.0,YES
16:57:44,50858.7,9.304,9.304,93.04,36.3,YES
16:57:44,51200.0,9.865,9.865,98.65,33.7,YES
16:57:44,51541.3,9.712,9.712,97.12,40.3,YES
16:57:45,51882.7,9.630,9.630,96.30,37.9,YES
16:57:45,52224.0,9.953,9.953,99.53,44.1,YES
16:57:45,52565.3,9.630,9.630,96.30,48.1,YES
16:57:46,52906.7,9.484,9.484,94.84,44.6,YES
16:57:46,53248.0,8.114,8.114,81.14,36.7,YES
16:57:46,53589.3,9.490,9.490,94.90,47.3,YES
16:57:47,53930.7,9.625,9.625,96.25,44.3,YES
16:57:47,54272.0,9.897,9.897,98.97,46.6,YES
16:57:47,54613.3,9.630,9.630,96.30,49.4,YES
16:57:48,54954.7,9.529,9.529,95.29,46.0,YES
16:57:48,55296.0,9.641,9.641,96.41,46.7,YES
16:57:48,55637.3,10.061,10.061,100.61,41.3,YES
16:57:49,55978.7,10.167,10.167,101.67,38.3,YES
16:57:49,56320.0,9.948,9.948,99.48,40.5,YES
16:57:49,56661.3,9.615,9.615,96.15,47.2,YES
16:57:50,57002.7,9.727,9.727,97.27,44.3,YES
16:57:50,57344.0,9.968,9.968,99.68,44.4,YES
16:57:50,57685.3,9.682,9.682,96.82,46.4,YES
16:57:51,58026.7,9.644,9.644,96.44,46.1,YES
16:57:51,58368.0,9.688,9.688,96.88,46.7,YES
16:57:51,58709.3,9.825,9.825,98.25,45.2,YES
16:57:52,59050.7,9.758,9.758,97.58,44.3,YES
16:57:52,59392.0,9.572,9.572,95.72,43.4,YES
16:57:52,59733.3,10.187,10.187,101.87,36.7,YES
16:57:53,60074.7,9.848,9.848,98.48,35.9,YES
16:57:53,60416.0,9.620,9.620,96.20,41.2,YES
16:57:53,60757.3,9.353,9.353,93.53,36.4,YES
16:57:54,61098.7,9.549,9.549,95.49,36.1,YES
16:57:54,61440.0,9.568,9.568,95.68,45.0,YES
16:57:54,61781.3,9.711,9.711,97.11,47.3,YES
16:57:55,62122.7,9.769,9.769,97.69,45.8,YES
16:57:55,62464.0,9.718,9.718,97.18,40.0,YES
16:57:55,62805.3,9.716,9.716,97.16,41.6,YES
16:57:56,63146.7,10.091,10.091,100.91,43.6,YES
16:57:56,63488.0,10.019,10.019,100.19,37.2,YES
16:57:56,63829.3,9.633,9.633,96.33,48.0,YES
16:57:57,64170.7,9.608,9.608,96.08,43.7,YES
16:57:57,64512.0,9.822,9.822,98.22,50.3,YES
16:57:58,64853.3,9.632,9.632,96.32,43.6,YES
16:57:58,65194.7,9.588,9.588,95.88,43.7,YES
16:57:58,65536.0,9.591,9.591,95.91,43.6,YES
16:57:59,65877.3,9.665,9.665,96.65,41.8,YES
16:57:59,66218.7,7.985,7.985,79.85,27.4,YES
16:57:59,66560.0,9.400,9.400,94.00,35.6,YES
16:58:00,66901.3,9.170,9.170,91.70,34.7,YES
16:58:00,67242.7,9.278,9.278,92.78,34.6,YES
16:58:00,67584.0,9.614,9.614,96.14,41.0,YES
16:58:01,67925.3,10.082,10.082,100.82,38.7,YES
16:58:01,68266.7,10.586,10.586,105.86,35.0,YES
16:58:01,68608.0,9.981,9.981,99.81,41.2,YES
16:58:02,68949.3,9.967,9.967,99.67,43.9,YES
16:58:02,69290.7,9.837,9.837,98.37,45.3,YES
16:58:02,69632.0,9.684,9.684,96.84,48.6,YES
16:58:03,69973.3,9.531,9.531,95.31,49.3,YES
16:58:03,70314.7,9.874,9.874,98.74,48.6,YES
16:58:03,70656.0,10.019,10.019,100.19,45.8,YES
16:58:04,70997.3,10.023,10.023,100.23,41.5,YES
16:58:04,71338.7,9.985,9.985,99.85,48.8,YES
16:58:04,71680.0,9.803,9.803,98.03,49.3,YES
16:58:05,72021.3,9.869,9.869,98.69,43.2,YES
16:58:05,72362.7,9.938,9.938,99.38,48.1,YES
16:58:05,72704.0,9.637,9.637,96.37,49.0,YES
16:58:06,73045.3,9.356,9.356,93.56,41.8,YES
16:58:06,73386.7,9.135,9.135,91.35,40.8,YES
16:58:06,73728.0,9.432,9.432,94.32,44.7,YES
16:58:07,74069.3,9.536,9.536,95.36,43.7,YES
16:58:07,74410.7,9.651,9.651,96.51,42.1,YES
16:58:07,74752.0,9.647,9.647,96.47,45.8,YES
16:58:08,75093.3,9.630,9.630,96.30,41.7,YES
16:58:08,75434.7,9.770,9.770,97.70,46.4,YES
16:58:08,75776.0,9.703,9.703,97.03,48.2,YES
16:58:09,76117.3,9.585,9.585,95.85,42.4,YES
16:58:09,76458.7,9.697,9.697,96.97,41.6,YES
16:58:09,76800.0,9.682,9.682,96.82,49.7,YES
16:58:10,77141.3,9.720,9.720,97.20,44.2,YES
16:58:10,77482.7,9.635,9.635,96.35,49.6,YES
16:58:10,77824.0,9.609,9.609,96.09,47.3,YES
16:58:11,78165.3,9.399,9.399,93.99,31.9,YES
16:58:11,78506.7,9.340,9.340,93.40,38.2,YES
16:58:11,78848.0,9.608,9.608,96.08,47.2,YES
16:58:12,79189.3,9.640,9.640,96.40,46.3,YES
16:58:12,79530.7,9.677,9.677,96.77,45.1,YES
16:58:12,79872.0,9.713,9.713,97.13,49.7,YES
16:58:13,80213.3,9.683,9.683,96.83,43.2,YES
16:58:13,80554.7,9.645,9.645,96.45,44.4,YES
16:58:13,80896.0,10.456,10.456,104.56,33.1,YES
16:58:14,81237.3,9.684,9.684,96.84,43.3,YES
16:58:14,81578.7,9.787,9.787,97.87,44.7,YES
16:58:14,81920.0,10.573,10.573,105.73,35.7,YES
16:58:15,82261.3,9.903,9.903,99.03,40.0,YES
16:58:15,82602.7,10.389,10.389,103.89,37.3,YES
16:58:15,82944.0,9.824,9.824,98.24,40.3,YES
16:58:16,83285.3,9.601,9.601,96.01,41.6,YES
16:58:16,83626.7,9.671,9.671,96.71,40.9,YES
16:58:17,83968.0,9.424,9.424,94.24,34.8,YES
16:58:17,84309.3,9.105,9.105,91.05,36.4,YES
16:58:17,84650.7,9.444,9.444,94.44,44.6,YES
16:58:18,84992.0,9.660,9.660,96.60,43.2,YES
16:58:18,85333.3,10.246,10.246,102.46,38.1,YES
16:58:18,85674.7,9.727,9.727,97.27,43.7,YES
16:58:19,86016.0,9.695,9.695,96.95,39.2,YES
16:58:19,86357.3,9.514,9.514,95.14,42.1,YES
16:58:19,86698.7,8.830,8.830,88.30,36.3,YES
16:58:20,87040.0,9.278,9.278,92.78,38.0,YES
16:58:20,87381.3,9.677,9.677,96.77,37.4,YES
16:58:20,87722.7,9.718,9.718,97.18,41.2,YES
16:58:21,88064.0,9.395,9.395,93.95,37.2,YES
16:58:21,88405.3,9.185,9.185,91.85,36.9,YES
16:58:21,88746.7,9.108,9.108,91.08,38.4,YES
16:58:22,89088.0,8.670,8.670,86.70,35.2,YES
16:58:22,89429.3,9.310,9.310,93.10,42.9,YES
16:58:22,89770.7,9.310,9.310,93.10,43.2,YES
16:58:23,90112.0,8.962,8.962,89.62,35.7,YES
16:58:23,90453.3,9.119,9.119,91.19,33.4,YES
16:58:23,90794.7,9.897,9.897,98.97,36.6,YES
16:58:24,91136.0,9.637,9.637,96.37,35.8,YES
16:58:24,91477.3,9.649,9.649,96.49,39.2,YES
16:58:24,91818.7,8.932,8.932,89.32,35.4,YES
16:58:25,92160.0,9.431,9.431,94.31,32.7,YES
16:58:25,92501.3,10.802,10.802,108.02,31.2,YES
16:58:25,92842.7,9.671,9.671,96.71,45.7,YES
16:58:26,93184.0,9.583,9.583,95.83,42.8,YES
16:58:26,93525.3,9.805,9.805,98.05,48.8,YES
16:58:26,93866.7,9.766,9.766,97.66,47.9,YES
16:58:27,94208.0,9.705,9.705,97.05,42.3,YES
16:58:27,94549.3,9.652,9.652,96.52,45.9,YES
16:58:27,94890.7,9.179,9.179,91.79,41.9,YES
16:58:28,95232.0,8.970,8.970,89.70,36.8,YES
16:58:28,95573.3,9.491,9.491,94.91,47.6,YES
16:58:28,95914.7,9.734,9.734,97.34,46.1,YES
16:58:29,96256.0,9.769,9.769,97.69,41.3,YES
16:58:29,96597.3,9.930,9.930,99.30,42.7,YES
16:58:29,96938.7,9.704,9.704,97.04,45.3,YES
16:58:30,97280.0,9.540,9.540,95.40,43.3,YES
16:58:30,97621.3,9.721,9.721,97.21,46.2,YES
16:58:30,97962.7,9.595,9.595,95.95,45.2,YES
16:58:31,98304.0,9.401,9.401,94.01,45.9,YES
16:58:31,98645.3,9.286,9.286,92.86,42.6,YES
16:58:31,98986.7,8.853,8.853,88.53,33.8,YES
16:58:32,99328.0,9.652,9.652,96.52,36.4,YES
16:58:32,99669.3,9.640,9.640,96.40,41.0,YES
16:58:32,100010.7,9.532,9.532,95.32,43.2,YES
16:58:33,100352.0,9.931,9.931,99.31,38.5,YES
16:58:33,100693.3,10.027,10.027,100.27,40.7,YES
16:58:33,101034.7,9.712,9.712,97.12,45.9,YES
16:58:34,101376.0,9.603,9.603,96.03,45.9,YES
16:58:34,101717.3,9.922,9.922,99.22,42.7,YES
16:58:35,102058.7,9.942,9.942,99.42,40.5,YES
16:58:35,102400.0,9.475,9.475,94.75,48.1,YES
16:58:35,102741.3,9.290,9.290,92.90,44.3,YES
16:58:36,103082.7,8.597,8.597,85.97,33.2,YES
16:58:36,103424.0,9.583,9.583,95.83,39.9,YES
16:58:36,103765.3,9.757,9.757,97.57,40.4,YES
16:58:37,104106.7,9.521,9.521,95.21,36.0,YES
16:58:37,104448.0,7.511,7.511,75.11,23.8,YES
16:58:37,104789.3,9.745,9.745,97.45,37.5,YES
16:58:38,105130.7,9.694,9.694,96.94,38.7,YES
16:58:38,105472.0,9.620,9.620,96.20,42.9,YES
16:58:38,105813.3,9.599,9.599,95.99,49.1,YES
16:58:39,106154.7,9.447,9.447,94.47,40.8,YES
16:58:39,106496.0,9.217,9.217,92.17,41.8,YES
16:58:39,106837.3,8.188,8.188,81.88,26.4,YES
16:58:40,107178.7,9.284,9.284,92.84,26.9,YES
16:58:40,107520.0,9.702,9.702,97.02,30.6,YES
16:58:40,107861.3,9.401,9.401,94.01,44.1,YES
16:58:41,108202.7,9.478,9.478,94.78,42.1,YES
16:58:41,108544.0,9.753,9.753,97.53,42.0,YES
16:58:41,108885.3,9.748,9.748,97.48,34.5,YES
16:58:42,109226.7,9.558,9.558,95.58,39.1,YES
16:58:42,109568.0,9.802,9.802,98.02,32.2,YES
16:58:42,109909.3,9.531,9.531,95.31,41.7,YES
16:58:43,110250.7,9.723,9.723,97.23,41.1,YES
16:58:43,110592.0,9.848,9.848,98.48,40.0,YES
16:58:43,110933.3,9.665,9.665,96.65,45.4,YES
16:58:44,111274.7,9.957,9.957,99.57,37.9,YES
16:58:44,111616.0,10.005,10.005,100.05,40.1,YES
16:58:44,111957.3,9.704,9.704,97.04,45.6,YES
16:58:45,112298.7,9.933,9.933,99.33,41.7,YES
16:58:45,112640.0,9.684,9.684,96.84,45.9,YES
16:58:45,112981.3,9.440,9.440,94.40,47.6,YES
16:58:46,113322.7,9.300,9.300,93.00,41.5,YES
16:58:46,113664.0,9.226,9.226,92.26,45.3,YES
16:58:46,114005.3,9.413,9.413,94.13,45.8,YES
16:58:47,114346.7,9.675,9.675,96.75,40.6,YES
16:58:47,114688.0,9.534,9.534,95.34,45.7,YES
16:58:47,115029.3,9.484,9.484,94.84,43.6,YES
16:58:48,115370.7,9.544,9.544,95.44,37.3,YES
16:58:48,115712.0,9.156,9.156,91.56,36.9,YES
16:58:48,116053.3,9.392,9.392,93.92,41.8,YES
16:58:49,116394.7,9.601,9.601,96.01,43.6,YES
16:58:49,116736.0,9.543,9.543,95.43,44.0,YES
16:58:50,117077.3,9.059,9.059,90.59,40.6,YES
16:58:50,117418.7,8.877,8.877,88.77,37.7,YES
16:58:50,117760.0,9.332,9.332,93.32,43.9,YES
16:58:51,118101.3,9.367,9.367,93.67,46.3,YES
16:58:51,118442.7,9.361,9.361,93.61,48.1,YES
16:58:51,118784.0,9.500,9.500,95.00,45.3,YES
16:58:52,119125.3,10.069,10.069,100.69,41.3,YES
16:58:52,119466.7,9.702,9.702,97.02,45.2,YES
16:58:52,119808.0,9.566,9.566,95.66,46.9,YES
16:58:53,120149.3,9.605,9.605,96.05,46.7,YES
16:58:53,120490.7,10.590,10.590,105.90,40.4,YES
16:58:53,120832.0,9.745,9.745,97.45,46.8,YES
16:58:54,121173.3,9.590,9.590,95.90,47.3,YES
16:58:54,121514.7,9.634,9.634,96.34,48.9,YES
16:58:54,121856.0,9.722,9.722,97.22,43.6,YES
16:58:55,122197.3,12.196,12.196,121.96,27.0,YES
16:58:55,122538.7,9.578,9.578,95.78,40.9,YES
16:58:55,122880.0,9.774,9.774,97.74,40.8,YES
16:58:56,123221.3,9.818,9.818,98.18,40.9,YES
16:58:56,123562.7,9.883,9.883,98.83,41.0,YES
16:58:56,123904.0,9.873,9.873,98.73,42.2,YES
16:58:57,124245.3,9.673,9.673,96.73,40.3,YES
16:58:57,124586.7,9.706,9.706,97.06,43.7,YES
16:58:57,124928.0,10.585,10.585,105.85,37.1,YES
16:58:58,125269.3,9.525,9.525,95.25,36.2,YES
16:58:58,125610.7,9.873,9.873,98.73,38.9,YES
16:58:58,125952.0,9.679,9.679,96.79,39.8,YES
16:58:59,126293.3,9.480,9.480,94.80,41.2,YES
16:58:59,126634.7,10.035,10.035,100.35,36.7,YES
16:58:59,126976.0,9.489,9.489,94.89,37.8,YES
16:59:00,127317.3,8.978,8.978,89.78,37.1,YES
16:59:00,127658.7,9.100,9.100,91.00,31.4,YES
16:59:00,128000.0,10.072,10.072,100.72,25.6,YES
16:59:01,128341.3,9.458,9.458,94.58,43.0,YES
16:59:01,128682.7,9.575,9.575,95.75,44.3,YES
16:59:01,129024.0,9.754,9.754,97.54,46.8,YES
16:59:02,129365.3,9.492,9.492,94.92,47.9,YES
16:59:02,129706.7,9.508,9.508,95.08,46.3,YES
16:59:02,130048.0,9.746,9.746,97.46,41.6,YES
16:59:03,130389.3,9.577,9.577,95.77,38.5,YES
16:59:03,130730.7,9.767,9.767,97.67,36.8,YES
16:59:03,131072.0,9.899,9.899,98.99,33.1,YES
16:59:04,131413.3,9.414,9.414,94.14,38.3,YES
16:59:04,131754.7,9.262,9.262,92.62,42.9,YES
16:59:04,132096.0,9.385,9.385,93.85,38.7,YES
16:59:05,132437.3,9.219,9.219,92.19,36.0,YES
16:59:05,132778.7,9.321,9.321,93.21,45.8,YES
16:59:05,133120.0,9.514,9.514,95.14,47.2,YES
16:59:06,133461.3,9.697,9.697,96.97,47.1,YES
16:59:06,133802.7,9.637,9.637,96.37,48.1,YES
16:59:06,134144.0,9.609,9.609,96.09,45.9,YES
16:59:07,134485.3,9.528,9.528,95.28,43.2,YES
16:59:07,134826.7,9.431,9.431,94.31,43.4,YES
16:59:08,135168.0,9.521,9.521,95.21,44.6,YES
16:59:08,135509.3,9.673,9.673,96.73,44.6,YES
16:59:08,135850.7,9.649,9.649,96.49,44.9,YES
16:59:09,136192.0,9.662,9.662,96.62,41.4,YES
16:59:09,136533.3,10.089,10.089,100.89,35.7,YES
